stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
4030,4030,"Grenoble, Maurice Gignoux",45.19421,5.72525,,,GIGNOUX,2
4031,4031,"Vif, Collège le Masségu",45.05232,5.67191,,,MASSEGU,1
4041,4041,"Échirolles, Essarts - La Butte",45.15637,5.71922,,,ESSARTS,2
4043,4043,"Grenoble, Vallier - Libération",45.18038,5.7151,,,VALLIBE,2
4057,4057,"Varces-Allières-et-Risset, Parc de la Chatelière",45.10653,5.67261,,,PARCHATE,1
4059,4059,"Varces-Allières-et-Risset, Lavanchon",45.10444,5.67348,,,LAVANCHO,1
4061,4061,"Varces-Allières-et-Risset, Nivolon",45.10173,5.67246,,,NIVOLON,1
4067,4067,"Varces-Allières-et-Risset, Pont de la Gresse",45.08683,5.68871,,,LAGRESSE,1
4073,4073,"Le Gua, L'Arzelier",44.997,5.60277,,,ARZELIER,2
4074,4074,"Le Gua, L'Arzelier",44.99692,5.60258,,,ARZELIER,2
4075,4075,"Château-Bernard, Col de l'Arzelier",44.9909,5.59538,,,COLARZEL,2
4079,4079,"Saint-Martin-le-Vinoux, Résistance",45.20341,5.71433,,,16AOUT44,2
4080,4080,"Saint-Martin-le-Vinoux, Résistance",45.20339,5.71428,,,16AOUT44,2
4081,4081,"Saint-Martin-le-Vinoux, Canet",45.21043,5.70619,,,CHEMI,2
4082,4082,"Saint-Martin-le-Vinoux, Canet",45.21067,5.70609,,,CHEMI,2
4085,4085,"Saint-Égrève, Collège Barnave",45.23094,5.69194,,,BARNA,2
4086,4086,"Saint-Égrève, Collège Barnave",45.23097,5.69175,,,BARNA,2
4087,4087,"Saint-Égrève, Chemin Vert",45.23657,5.69245,,,CHEMVER,2
4088,4088,"Saint-Égrève, Chemin Vert",45.2366,5.69236,,,CHEMVER,2
4089,4089,"Proveysieux, Garcinière",45.25161,5.69494,,,RIGAU,2
4090,4090,"Proveysieux, Garcinière",45.25164,5.69488,,,RIGAU,2
4091,4091,"Proveysieux, Le Mollard",45.25819,5.69604,,,EGREMOLL,2
4092,4092,"Proveysieux, Le Mollard",45.25822,5.69591,,,EGREMOLL,2
4093,4093,"Proveysieux, Proveysieux Village",45.26335,5.69981,,,EGRECOLE,2
4094,4094,"Proveysieux, Proveysieux Village",45.26335,5.69973,,,EGRECOLE,2
4095,4095,"Proveysieux, Pont du Gua",45.27608,5.70732,,,EGREGUA,2
4096,4096,"Proveysieux, Pont du Gua",45.27609,5.70727,,,EGREGUA,2
4097,4097,"Proveysieux, Savoyardière",45.27832,5.70838,,,SAVOY,2
4098,4098,"Proveysieux, Savoyardière",45.27833,5.70833,,,SAVOY,2
4099,4099,"Proveysieux, Pomarey Bas",45.28045,5.70968,,,POMAR,2
4100,4100,"Proveysieux, Pomarey Bas",45.28045,5.70961,,,POMAR,2
4101,4101,"Proveysieux, Pomarey",45.28231,5.71081,,,POMAREY,2
4102,4102,"Proveysieux, Pomarey",45.28234,5.71075,,,POMAREY,2
4103,4103,"Proveysieux, Planfay Bas",45.27869,5.71357,,,PLANF,2
4104,4104,"Proveysieux, Planfay Bas",45.2787,5.71365,,,PLANF,2
4105,4105,"Proveysieux, Planfay Haut",45.28076,5.71915,,,PLANFAY,2
4107,4107,"Fontanil-Cornillon, Le Fontanil Mairie",45.25564,5.6664,,,FONTANIM,1
4108,4108,"Fontanil-Cornillon, Le Fontanil Mairie",45.25559,5.6663,,,FONTANIM,1
4113,4113,"Mont-Saint-Martin, Fochaire",45.27154,5.67451,,,FOCHAIRE,2
4114,4114,"Mont-Saint-Martin, Fochaire",45.27158,5.67442,,,FOCHAIRE,2
4116,4116,"Mont-Saint-Martin, Chemin de Namière",45.27232,5.67853,,,NAMIERE,2
4119,4119,"Brié-et-Angonnes, Tavernolles",45.13612,5.77049,,,TAVER,2
4120,4120,"Brié-et-Angonnes, Tavernolles",45.13628,5.77037,,,TAVER,2
4121,4121,"Brié-et-Angonnes, L'Enclos",45.13329,5.77473,,,LENCLOS,2
4122,4122,"Brié-et-Angonnes, L'Enclos",45.1333,5.77484,,,LENCLOS,2
4123,4123,"Brié-et-Angonnes, Souveyron",45.13053,5.77824,,,SOUVE,2
4124,4124,"Brié-et-Angonnes, Souveyron",45.13061,5.77825,,,SOUVE,2
4125,4125,"Brié-et-Angonnes, Le Coin",45.12795,5.78504,,,SOUVEVI,2
4126,4126,"Brié-et-Angonnes, Le Coin",45.12799,5.78511,,,SOUVEVI,2
4127,4127,"Brié-et-Angonnes, Les Métraux",45.12169,5.78498,,,METRA,2
4128,4128,"Brié-et-Angonnes, Les Métraux",45.12164,5.78504,,,METRA,2
4129,4129,"Brié-et-Angonnes, Le Replat",45.1204,5.78156,,,REPLAT,2
4130,4130,"Brié-et-Angonnes, Le Replat",45.12069,5.78154,,,REPLAT,2
4131,4131,"Brié-et-Angonnes, L'Olympe",45.11776,5.78282,,,BRIECOLE,2
4132,4132,"Brié-et-Angonnes, L'Olympe",45.11784,5.78285,,,BRIECOLE,2
4133,4133,"Brié-et-Angonnes, Mont Rolland",45.1154,5.78391,,,BRIE,2
4134,4134,"Brié-et-Angonnes, Mont Rolland",45.11528,5.78405,,,BRIE,2
4135,4135,"Brié-et-Angonnes, Brié Église",45.11072,5.78716,,,BRIEGLIS,2
4136,4136,"Brié-et-Angonnes, Brié Église",45.11075,5.78724,,,BRIEGLIS,2
4139,4139,"Vizille, Chantefeuille",45.08066,5.77469,,,CHANTEFE,2
4141,4141,"Champagnier, Place du Laca",45.11374,5.72862,,,PLACA,2
4142,4142,"Champagnier, Place du Laca",45.11379,5.72863,,,PLACA,2
4143,4143,"Jarrie, Les Thévenets",45.11565,5.75101,,,THEVE,2
4144,4144,"Jarrie, Les Thévenets",45.11601,5.75051,,,THEVE,2
4145,4145,"Jarrie, Les Simianes",45.11605,5.75776,,,SIMIA,2
4146,4146,"Jarrie, Les Simianes",45.11612,5.75778,,,SIMIA,2
4147,4147,"Brié-et-Angonnes, Beaulieu",45.13853,5.77361,,,BEAULIEU,1
4148,4148,"Brié-et-Angonnes, Beaulieu",45.13855,5.77355,,,BEAULIEU,1
4149,4149,"Brié-et-Angonnes, Les Angonnes",45.13988,5.77611,,,ANGONNES,1
4150,4150,"Brié-et-Angonnes, Les Angonnes",45.13993,5.77617,,,ANGONNES,1
4152,4152,"Brié-et-Angonnes, Le Chollet",45.14025,5.78364,,,CHOLLET,1
4154,4154,"Herbeys, Herbeys Le Bourg",45.13871,5.79299,,,HEBOURG,1
4155,4155,"Eybens, François Quesnay",45.14855,5.73524,,,FRQUESNA,2
4156,4156,"Eybens, François Quesnay",45.14872,5.73539,,,FRQUESNA,2
4157,4157,"Corenc, Col de Vence",45.23419,5.75118,,,COLVENCE,2
4158,4158,"Corenc, Col de Vence",45.23401,5.75107,,,COLVENCE,2
4159,4159,"Le Sappey-en-Chartreuse, Saint-Eynard",45.24924,5.76547,,,SAINTEYN,2
4160,4160,"Le Sappey-en-Chartreuse, Saint-Eynard",45.24926,5.76534,,,SAINTEYN,2
4161,4161,"Le Sappey-en-Chartreuse, Le Gouillat",45.25468,5.77104,,,LEGOUILL,2
4162,4162,"Le Sappey-en-Chartreuse, Le Gouillat",45.25474,5.77111,,,LEGOUILL,2
4163,4163,"Le Sappey-en-Chartreuse, Le Sappey-en-Chartreuse Place",45.25954,5.7773,,,PLACESAP,2
4164,4164,"Le Sappey-en-Chartreuse, Le Sappey-en-Chartreuse Place",45.25948,5.77706,,,PLACESAP,2
4165,4165,"Le Sappey-en-Chartreuse, Churut",45.26479,5.77752,,,CHURU,2
4166,4166,"Le Sappey-en-Chartreuse, Churut",45.26475,5.77743,,,CHURU,2
4167,4167,"Le Sappey-en-Chartreuse, Les Jonquilles",45.26498,5.77395,,,MOLLARSA,2
4168,4168,"Le Sappey-en-Chartreuse, Les Jonquilles",45.2651,5.77371,,,MOLLARSA,2
4169,4169,"Sarcenas, Sarcenas Le Village",45.27347,5.75853,,,SARCENA,2
4170,4170,"Sarcenas, Sarcenas Le Village",45.27339,5.75861,,,SARCENA,2
4172,4172,"Sarcenas, Pont du Croz",45.27669,5.75747,,,SARCROZ,2
4173,4173,"Sarcenas, Col de Porte",45.29021,5.76708,,,COLPORTE,2
4174,4174,"Sarcenas, Col de Porte",45.29001,5.76693,,,COLPORTE,2
4175,4175,"Quaix-en-Chartreuse, Le Bas de Quaix",45.25385,5.7021,,,BASQUAIX,2
4176,4176,"Quaix-en-Chartreuse, Le Bas de Quaix",45.25399,5.70142,,,BASQUAIX,2
4177,4177,"Quaix-en-Chartreuse, Le Barbet",45.25799,5.70805,,,BARBET,2
4178,4178,"Quaix-en-Chartreuse, Le Barbet",45.25801,5.70815,,,BARBET,2
4179,4179,"Quaix-en-Chartreuse, Bas de Petesset",45.25635,5.71059,,,BASPET,2
4180,4180,"Quaix-en-Chartreuse, Bas de Petesset",45.25637,5.7104,,,BASPET,2
4181,4181,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Place",45.25298,5.71781,,,PLACEQUA,2
4182,4182,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Place",45.25279,5.71794,,,PLACEQUA,2
4189,4189,"Quaix-en-Chartreuse, Roudier",45.24801,5.7316,,,ROUDIER,2
4190,4190,"Quaix-en-Chartreuse, Roudier",45.24812,5.73164,,,ROUDIER,2
4191,4191,"Quaix-en-Chartreuse, Sous La Frette",45.25032,5.73535,,,SOUSFRET,2
4192,4192,"Quaix-en-Chartreuse, Sous La Frette",45.25036,5.73532,,,SOUSFRET,2
4193,4193,"Quaix-en-Chartreuse, Bas de Mont-Quaix",45.25277,5.74181,,,BASMONT,2
4194,4194,"Quaix-en-Chartreuse, Bas de Mont-Quaix",45.25288,5.74174,,,BASMONT,2
4195,4195,"Quaix-en-Chartreuse, Mont-Quaix",45.25521,5.74303,,,MONTQUAI,2
4196,4196,"Quaix-en-Chartreuse, Mont-Quaix",45.25575,5.74284,,,MONTQUAI,2
4197,4197,"Quaix-en-Chartreuse, Fontvieille",45.2592,5.74507,,,FONVIEIL,2
4198,4198,"Quaix-en-Chartreuse, Fontvieille",45.2592,5.7449,,,FONVIEIL,2
4199,4199,"Quaix-en-Chartreuse, La Cime de Mont-Quaix",45.25735,5.7461,,,CIMEMONT,2
4200,4200,"Quaix-en-Chartreuse, La Cime de Mont-Quaix",45.25733,5.74609,,,CIMEMONT,2
4201,4201,"Vizille, Les Forges",45.07741,5.76853,,,LESFORGE,2
4202,4202,"Vizille, Les Forges",45.07708,5.76858,,,LESFORGE,2
4203,4203,"Vaulnaveys-le-Bas, Vaulnaveys-Le-Bas Le Village",45.10533,5.80038,,,VAULBAS,1
4204,4204,"Vaulnaveys-le-Bas, Vaulnaveys-Le-Bas Le Village",45.10549,5.80042,,,VAULBAS,1
4205,4205,"Vaulnaveys-le-Haut, Vaulnaveys-Le-Haut Le Village",45.11935,5.8111,,,VAULHAUT,1
4206,4206,"Vaulnaveys-le-Haut, Vaulnaveys-Le-Haut Le Village",45.11934,5.81099,,,VAULHAUT,1
4207,4207,"Vaulnaveys-le-Haut, Les Alberges",45.13085,5.81897,,,ALBERGES,1
4210,4210,"Vaulnaveys-le-Haut, La Tuilerie",45.13598,5.82401,,,LATUILE,1
4211,4211,"Saint-Martin-d'Uriage, Uriage Gare",45.14399,5.82949,,,URIAGE,2
4212,4212,"Saint-Martin-d'Uriage, Uriage Gare",45.14395,5.82915,,,URIAGE,2
4219,4219,"Montchaboud, Montchaboud Le Village",45.09497,5.76482,,,MONTCHAV,2
4221,4221,"Vizille, Collège Les Mattons",45.0866,5.77482,,,COLMATTO,2
4222,4222,"Vizille, Collège Les Mattons",45.08654,5.77476,,,COLMATTO,2
4223,4223,"Vizille, Vizille Lycée",45.06923,5.76588,,,LTE,2
4224,4224,"Saint-Martin-le-Vinoux, 16 Août 1944",45.20412,5.7158,,,GUERIMAN,2
4225,4225,"Saint-Martin-le-Vinoux, 16 Août 1944",45.20417,5.71567,,,GUERIMAN,2
4226,4226,"Saint-Martin-le-Vinoux, Clos Saint-Martin",45.20503,5.71403,,,CLOSSTMA,2
4227,4227,"Saint-Martin-le-Vinoux, Clos Saint-Martin",45.20495,5.71402,,,CLOSSTMA,2
4228,4228,"Saint-Martin-le-Vinoux, Clos Gérard Gruel",45.20968,5.71052,,,CLOSGRUE,2
4229,4229,"Saint-Martin-le-Vinoux, Clos Gérard Gruel",45.20963,5.71062,,,CLOSGRUE,2
4230,4230,"Saint-Martin-le-Vinoux, La Banchardière",45.21714,5.7128,,,BANCHARD,2
4231,4231,"Saint-Martin-le-Vinoux, La Banchardière",45.21731,5.71283,,,BANCHARD,2
4232,4232,"Grenoble, Casamaures - Village",45.19896,5.71813,,,CASAVILL,1
4233,4233,"Grenoble, Casamaures - Village",45.19899,5.71799,,,CASAVILL,1
4236,4236,"Vizille, Les Allas",45.07547,5.7786,,,LESALLAS,1
4237,4237,"Vizille, Les Allas",45.07544,5.77841,,,LESALLAS,1
4238,4238,"Vizille, Les Corniers",45.08176,5.78758,,,CORNIERS,1
4239,4239,"Vizille, Les Corniers",45.08143,5.7875,,,CORNIERS,1
4240,4240,"Vizille, Le Pont du Mas",45.08665,5.78883,,,PONTMAS,1
4241,4241,"Vizille, Le Pont du Mas",45.08687,5.78901,,,PONTMAS,1
4242,4242,"Vaulnaveys-le-Bas, Les Travers",45.09133,5.79162,,,TRAVERS,1
4243,4243,"Vaulnaveys-le-Bas, Les Travers",45.09107,5.79159,,,TRAVERS,1
4244,4244,"Vaulnaveys-le-Bas, Chemin des Cottes",45.09398,5.79326,,,LEPLATRE,1
4245,4245,"Vaulnaveys-le-Bas, Chemin des Cottes",45.09384,5.79326,,,LEPLATRE,1
4246,4246,"Vaulnaveys-le-Bas, Maison Blanche",45.11181,5.80512,,,MAISON,1
4247,4247,"Vaulnaveys-le-Bas, Maison Blanche",45.11167,5.80489,,,MAISON,1
4248,4248,"Vaulnaveys-le-Haut, Marchandises",45.11483,5.80766,,,MARCHAND,1
4249,4249,"Vaulnaveys-le-Haut, Marchandises",45.11514,5.80809,,,MARCHAND,1
4250,4250,"Vaulnaveys-le-Haut, Ecole Jules Bruant",45.12172,5.8144,,,JBRUANT,1
4251,4251,"Vaulnaveys-le-Haut, Ecole Jules Bruant",45.12136,5.81416,,,JBRUANT,1
4252,4252,"Vaulnaveys-le-Haut, Les Guichards",45.12759,5.81678,,,GUICHARD,1
4253,4253,"Vaulnaveys-le-Haut, Les Guichards",45.12565,5.81687,,,GUICHARD,1
4254,4254,"Saint-Martin-d'Uriage, Route de Saint Martin",45.13926,5.82718,,,STMARTIN,2
4255,4255,"Saint-Martin-d'Uriage, Route de Saint Martin",45.13934,5.82735,,,STMARTIN,2
4256,4256,"Saint-Martin-d'Uriage, Croisement 6",45.15287,5.8254,,,CROISEM,2
4257,4257,"Saint-Martin-d'Uriage, Croisement 6",45.15293,5.82555,,,CROISEM,2
4258,4258,"Saint-Martin-d'Uriage, Les Peiffendes",45.15716,5.8224,,,PEIFFEND,2
4259,4259,"Saint-Martin-d'Uriage, Les Peiffendes",45.15686,5.82304,,,PEIFFEND,2
4262,4262,"Venon, Le Chenil",45.1631,5.8123,,,LECHENIL,1
4263,4263,"Saint-Martin-d'Uriage, Le Chenil",45.1631,5.81305,,,LECHENIL,1
4264,4264,"Gières, Les Terrats",45.16879,5.79359,,,TERRATS,2
4265,4265,"Gières, Les Terrats",45.16915,5.79295,,,TERRATS,2
4266,4266,"Gières, La Combe",45.17413,5.78992,,,LACOMBE,2
4267,4267,"Gières, La Combe",45.1741,5.79002,,,LACOMBE,2
4276,4276,"Proveysieux, Planfay Combaleyre",45.27744,5.71591,,,COMBALEY,2
4277,4277,"Proveysieux, Planfay Combaleyre",45.27741,5.71585,,,COMBALEY,2
4278,4278,"Saint-Égrève, Bellevue",45.24406,5.69244,,,BELLEVU,2
4279,4279,"Saint-Égrève, Bellevue",45.24417,5.69253,,,BELLEVU,1
4280,4280,"Grenoble, Esclangon",45.19126,5.70683,,,ESCLANGO,2
4281,4281,"Grenoble, Esclangon",45.19158,5.7065,,,ESCLANGO,1
4282,4282,"Saint-Égrève, Champy",45.23991,5.69158,,,CHAMPY,2
4283,4283,"Saint-Égrève, Champy",45.23992,5.69165,,,CHAMPY,2
4284,4284,"Seyssins, Le Prisme",45.16666,5.69115,,,PRISME,2
4285,4285,"Seyssins, Le Prisme",45.16669,5.69134,,,PRISME,2
4288,4288,"Mont-Saint-Martin, Colavière",45.27237,5.67606,,,COLAVIER,2
4289,4289,"Mont-Saint-Martin, Colavière",45.27232,5.6761,,,COLAVIER,2
4292,4292,"Vaulnaveys-le-Haut, Les Alberges",45.13148,5.81903,,,ALBERGES,1
4293,4293,"Sassenage, Chamechaude",45.20548,5.6833,,,CHAMECHA,2
4296,4296,"Corenc, La Garenne",45.22679,5.76549,,,GARENNE,2
4297,4297,"La Tronche, Cimetière du Grand Sablon",45.19251,5.74551,,,CIMETIGS,1
4299,4299,"La Tronche, La Tronche Hôpital",45.20173,5.74248,,,TRONCHOP,2
4300,4300,"Grenoble, Stade Lesdiguières",45.16468,5.71066,,,STADLESD,1
4301,4301,"Grenoble, Stade Lesdiguières",45.16437,5.71062,,,STADLESD,1
4302,4302,"Vif, La Valonne",45.05027,5.67157,,,LAVALONE,1
4303,4303,"Vif, La Valonne",45.05031,5.67129,,,LAVALONE,1
4304,4304,"Grenoble, Louise Michel",45.17018,5.71291,,,LMICHEL,1
4305,4305,"Grenoble, Alliés",45.17338,5.71422,,,ALLIES,1
4306,4306,"Grenoble, Alliés",45.17331,5.71397,,,ALLIES,1
4307,4307,"Grenoble, Vallier - Libération",45.17908,5.71613,,,VALLIBE,1
4308,4308,"Grenoble, Vallier - Libération",45.17857,5.71577,,,VALLIBE,1
4309,4309,"Échirolles, Centre du graphisme",45.14178,5.71788,,,GRAPH,2
4310,4310,"Échirolles, Centre du graphisme",45.14186,5.71816,,,GRAPH,2
4312,4312,"Le Pont-de-Claix, ZI des Iles",45.13853,5.69449,,,ZILES,2
4313,4313,"Le Pont-de-Claix, 120 Toises",45.13626,5.69496,,,120TOISE,2
4314,4314,"Eybens, Pré au Crêt",45.14405,5.7401,,,PREAUCR,2
4315,4315,"Eybens, Pré au Crêt",45.14413,5.74053,,,PREAUCR,2
4316,4316,"Eybens, Les Saules",45.1617,5.74164,,,SAULES,2
4317,4317,"Eybens, Les Saules",45.16196,5.74182,,,SAULES,2
4318,4318,"Grenoble, Les Géants",45.16101,5.73969,,,PLGEANTS,2
4319,4319,"Eybens, Les Géants",45.16091,5.73965,,,PLGEANTS,2
4321,4321,"Grenoble, Victor Hugo",45.1887,5.72533,,,VICTHUGO,2
4328,4328,"Grenoble, Colonel Dumont",45.1815,5.72195,,,CAB,2
4331,4331,"Grenoble, Docteur Martin",45.18738,5.72832,,,DRMARTIN,2
4332,4332,"Grenoble, Docteur Martin",45.18737,5.72797,,,DRMARTIN,2
4333,4333,"Grenoble, Foch - Ferrié",45.18064,5.72181,,,FOCHFERI,2
4334,4334,"Vizille, Ecoles Joliot-Curie",45.08404,5.77517,,,EJCURIE,2
4335,4335,"Vizille, Ecoles Joliot-Curie",45.084,5.7751,,,EJCURIE,2
4336,4336,"Vizille, Camping",45.08593,5.77126,,,CAMPVIZ,2
4337,4337,"Vizille, Camping",45.08569,5.77121,,,CAMPVIZ,2
4338,4338,"Vizille, Vénaria",45.08187,5.77163,,,VENARIA,2
4339,4339,"Vizille, Vénaria",45.08177,5.77171,,,VENARIA,2
4340,4340,"Vizille, L'Alliance",45.08152,5.76865,,,ALLIANCE,2
4341,4341,"Vizille, L'Alliance",45.08166,5.76868,,,ALLIANCE,2
4342,4342,"Vizille, Parc Vöhringen",45.07888,5.76947,,,VOHRIGEN,2
4343,4343,"Vizille, Parc Vöhringen",45.07888,5.7694,,,VOHRIGEN,2
4344,4344,"Jarrie, Jarrie Gare",45.08563,5.74255,,,GAREJARR,2
4345,4345,"Jarrie, Jarrie Gare",45.08563,5.74262,,,GAREJARR,2
4346,4346,"Champ-sur-Drac, Pont de Champ",45.0875,5.73031,,,PONTCN,2
4347,4347,"Champ-sur-Drac, Pont de Champ",45.08771,5.73056,,,PONTCN,2
4348,4348,"Champ-sur-Drac, Espace Navarre",45.08662,5.73067,,,ROMANCHE,2
4349,4349,"Champ-sur-Drac, Espace Navarre",45.08675,5.73053,,,ROMANCHE,2
4350,4350,"Champ-sur-Drac, Zola - Mairie",45.08261,5.73371,,,SALLEZOL,2
4351,4351,"Champ-sur-Drac, Zola - Mairie",45.08258,5.73377,,,SALLEZOL,2
4352,4352,"Champ-sur-Drac, Le Pavillon",45.08045,5.73445,,,ECOLELP,2
4353,4353,"Champ-sur-Drac, Le Pavillon",45.08038,5.73441,,,ECOLELP,2
4354,4354,"Champ-sur-Drac, Marcel Paul",45.07745,5.73156,,,GONNADIE,2
4355,4355,"Champ-sur-Drac, Marcel Paul",45.07748,5.73175,,,GONNADIE,2
4356,4356,"Champ-sur-Drac, Léo Lagrange",45.08448,5.73474,,,LEOLA,2
4357,4357,"Champ-sur-Drac, Léo Lagrange",45.0845,5.73478,,,LEOLA,2
4359,4359,"Champ-sur-Drac, La Melle",45.07071,5.72724,,,LAMELLE,2
4360,4360,"Champ-sur-Drac, ZA La Plaine",45.0683,5.7232,,,CHAMPSD,2
4361,4361,"Saint-Égrève, Grange Haute",45.2456,5.69576,,,GRANG,2
